objectid,identifier,filename,publication,location,date,month_str,month_int,day,year,format,notes,collection
SB_Tribune_July_28_1919_jpg,SB_Tribune_July_28_1919_jpg,SB_Tribune_July_28_1919.jpg,South Bend Tribune,"South Bend, Indiana, US",28/07/1919,July,07,28,1919,image/jpeg,,South Bend Tribune
SB_Tribune_July_29_1901_jpg,SB_Tribune_July_29_1901_jpg,SB_Tribune_July_29_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",29/07/1901,July,07,29,1901,image/jpeg,,South Bend Tribune
SB_Tribune_July_2_1901_jpg,SB_Tribune_July_2_1901_jpg,SB_Tribune_July_2_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",02/07/1901,July,07,02,1901,image/jpeg,,South Bend Tribune
SB_Tribune_July_2_1903_jpg,SB_Tribune_July_2_1903_jpg,SB_Tribune_July_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",02/07/1903,July,07,02,1903,image/jpeg,,South Bend Tribune
SB_Tribune_July_3_1945_jpg,SB_Tribune_July_3_1945_jpg,SB_Tribune_July_3_1945.jpg,South Bend Tribune,"South Bend, Indiana, US",03/07/1945,July,07,03,1945,image/jpeg,,South Bend Tribune
SB_Tribune_June_1_1926_clipped_jpg,SB_Tribune_June_1_1926_clipped_jpg,SB_Tribune_June_1_1926_clipped.jpg,South Bend Tribune,"South Bend, Indiana, US",01/06/1926,June,06,01,1926,image/jpeg,,South Bend Tribune
SB_Tribune_June_5_1913_clip_jpg,SB_Tribune_June_5_1913_clip_jpg,SB_Tribune_June_5_1913_clip.jpg,South Bend Tribune,"South Bend, Indiana, US",05/06/1913,June,06,05,1913,image/jpeg,,South Bend Tribune
SB_Tribune_June_11_1902_jpg,SB_Tribune_June_11_1902_jpg,SB_Tribune_June_11_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",11/06/1902,June,06,11,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_11_1903_jpg,SB_Tribune_June_11_1903_jpg,SB_Tribune_June_11_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",11/06/1903,June,06,11,1903,image/jpeg,,South Bend Tribune
SB_Tribune_June_12_1902_jpg,SB_Tribune_June_12_1902_jpg,SB_Tribune_June_12_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",12/06/1902,June,06,12,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_13_1896_jpg,SB_Tribune_June_13_1896_jpg,SB_Tribune_June_13_1896.jpg,South Bend Tribune,"South Bend, Indiana, US",13/06/1896,June,06,13,1896,image/jpeg,,South Bend Tribune
SB_Tribune_June_18_1900_jpg,SB_Tribune_June_18_1900_jpg,SB_Tribune_June_18_1900.jpg,South Bend Tribune,"South Bend, Indiana, US",18/06/1900,June,06,18,1900,image/jpeg,,South Bend Tribune
SB_Tribune_June_18_1903_jpg,SB_Tribune_June_18_1903_jpg,SB_Tribune_June_18_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",18/06/1903,June,06,18,1903,image/jpeg,,South Bend Tribune
SB_Tribune_June_18_1940_jpg,SB_Tribune_June_18_1940_jpg,SB_Tribune_June_18_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",18/06/1940,June,06,18,1940,image/jpeg,,South Bend Tribune
SB_Tribune_June_1_1901_jpg,SB_Tribune_June_1_1901_jpg,SB_Tribune_June_1_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",01/06/1901,June,06,01,1901,image/jpeg,,South Bend Tribune
SB_Tribune_June_23_1902_jpg,SB_Tribune_June_23_1902_jpg,SB_Tribune_June_23_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",23/06/1902,June,06,23,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_24_1902_jpg,SB_Tribune_June_24_1902_jpg,SB_Tribune_June_24_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",24/06/1902,June,06,24,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_25_1903_jpg,SB_Tribune_June_25_1903_jpg,SB_Tribune_June_25_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",25/06/1903,June,06,25,1903,image/jpeg,,South Bend Tribune
SB_Tribune_June_27_1902_jpg,SB_Tribune_June_27_1902_jpg,SB_Tribune_June_27_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",27/06/1902,June,06,27,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_28_1901_jpg,SB_Tribune_June_28_1901_jpg,SB_Tribune_June_28_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",28/06/1901,June,06,28,1901,image/jpeg,,South Bend Tribune
SB_Tribune_June_28_1902_jpg,SB_Tribune_June_28_1902_jpg,SB_Tribune_June_28_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",28/06/1902,June,06,28,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_2_1902_jpg,SB_Tribune_June_2_1902_jpg,SB_Tribune_June_2_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",02/06/1902,June,06,02,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_30_1902_jpg,SB_Tribune_June_30_1902_jpg,SB_Tribune_June_30_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",30/06/1902,June,06,30,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_3_1901_jpg,SB_Tribune_June_3_1901_jpg,SB_Tribune_June_3_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",03/06/1901,June,06,03,1901,image/jpeg,,South Bend Tribune
SB_Tribune_June_3_1903_7_jpg,SB_Tribune_June_3_1903_7_jpg,SB_Tribune_June_3_1903_7.jpg,South Bend Tribune,"South Bend, Indiana, US",03/06/1903,June,06,03,1903,image/jpeg,Pg. 7,South Bend Tribune
SB_Tribune_June_3_1903_cover_jpg,SB_Tribune_June_3_1903_cover_jpg,SB_Tribune_June_3_1903_cover.jpg,South Bend Tribune,"South Bend, Indiana, US",03/06/1903,June,06,03,1903,image/jpeg,Cover,South Bend Tribune
SB_Tribune_June_5_1902_jpg,SB_Tribune_June_5_1902_jpg,SB_Tribune_June_5_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",05/06/1902,June,06,05,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_6_1902_jpg,SB_Tribune_June_6_1902_jpg,SB_Tribune_June_6_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",06/06/1902,June,06,06,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_6_1903_jpg,SB_Tribune_June_6_1903_jpg,SB_Tribune_June_6_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",06/06/1903,June,06,06,1903,image/jpeg,,South Bend Tribune
SB_Tribune_June_7_1902_jpg,SB_Tribune_June_7_1902_jpg,SB_Tribune_June_7_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",07/06/1902,June,06,07,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_7_1940_jpg,SB_Tribune_June_7_1940_jpg,SB_Tribune_June_7_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",07/06/1940,June,06,07,1940,image/jpeg,,South Bend Tribune
SB_Tribune_June_9_1902_jpg,SB_Tribune_June_9_1902_jpg,SB_Tribune_June_9_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",09/06/1902,June,06,09,1902,image/jpeg,,South Bend Tribune
SB_Tribune_June_9_1903_jpg,SB_Tribune_June_9_1903_jpg,SB_Tribune_June_9_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",09/06/1903,June,06,09,1903,image/jpeg,,South Bend Tribune
SB_Tribune_March_16_1903_jpg,SB_Tribune_March_16_1903_jpg,SB_Tribune_March_16_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",16/03/1903,March,03,16,1903,image/jpeg,,South Bend Tribune
SB_Tribune_March_18_1899_jpg,SB_Tribune_March_18_1899_jpg,SB_Tribune_March_18_1899.jpg,South Bend Tribune,"South Bend, Indiana, US",18/03/1899,March,03,18,1899,image/jpeg,,South Bend Tribune
SB_Tribune_March_29_1898_jpg,SB_Tribune_March_29_1898_jpg,SB_Tribune_March_29_1898.jpg,South Bend Tribune,"South Bend, Indiana, US",29/03/1898,March,03,29,1898,image/jpeg,,South Bend Tribune
SB_Tribune_March_2_1903_jpg,SB_Tribune_March_2_1903_jpg,SB_Tribune_March_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",02/03/1903,March,03,02,1903,image/jpeg,,South Bend Tribune
SB_Tribune_March_3_1902_jpg,SB_Tribune_March_3_1902_jpg,SB_Tribune_March_3_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",03/03/1902,March,03,03,1902,image/jpeg,,South Bend Tribune
SB_Tribune_March_4_1902_jpg,SB_Tribune_March_4_1902_jpg,SB_Tribune_March_4_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",04/03/1902,March,03,04,1902,image/jpeg,,South Bend Tribune
SB_Tribune_March_7_1903_jpg,SB_Tribune_March_7_1903_jpg,SB_Tribune_March_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",07/03/1903,March,03,07,1903,image/jpeg,,South Bend Tribune
SB_Tribune_March_9_1903_3_jpg,SB_Tribune_March_9_1903_3_jpg,SB_Tribune_March_9_1903_3.jpg,South Bend Tribune,"South Bend, Indiana, US",09/03/1903,March,03,09,1903,image/jpeg,Pg. 3,South Bend Tribune
SB_Tribune_March_9_1903_cover_jpg,SB_Tribune_March_9_1903_cover_jpg,SB_Tribune_March_9_1903_cover.jpg,South Bend Tribune,"South Bend, Indiana, US",09/03/1903,March,03,09,1903,image/jpeg,Cover,South Bend Tribune
SB_Tribune_May_10_1901_jpg,SB_Tribune_May_10_1901_jpg,SB_Tribune_May_10_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",10/05/1901,May,05,10,1901,image/jpeg,,South Bend Tribune
SB_Tribune_May_10_1904_jpg,SB_Tribune_May_10_1904_jpg,SB_Tribune_May_10_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",10/05/1904,May,05,10,1904,image/jpeg,,South Bend Tribune
SB_Tribune_May_11_1904_jpg,SB_Tribune_May_11_1904_jpg,SB_Tribune_May_11_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",11/05/1904,May,05,11,1904,image/jpeg,,South Bend Tribune
SB_Tribune_May_12_1902_jpg,SB_Tribune_May_12_1902_jpg,SB_Tribune_May_12_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",12/05/1902,May,05,12,1902,image/jpeg,,South Bend Tribune
SB_Tribune_May_12_1903_jpg,SB_Tribune_May_12_1903_jpg,SB_Tribune_May_12_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",12/05/1903,May,05,12,1903,image/jpeg,,South Bend Tribune
SB_Tribune_May_13_1903_jpg,SB_Tribune_May_13_1903_jpg,SB_Tribune_May_13_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",13/05/1903,May,05,13,1903,image/jpeg,,South Bend Tribune
SB_Tribune_May_14_1903_jpg,SB_Tribune_May_14_1903_jpg,SB_Tribune_May_14_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",14/05/1903,May,05,14,1903,image/jpeg,,South Bend Tribune
SB_Tribune_May_14_1904_jpg,SB_Tribune_May_14_1904_jpg,SB_Tribune_May_14_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",14/05/1904,May,05,14,1904,image/jpeg,,South Bend Tribune
SB_Tribune_May_15_1903_jpg,SB_Tribune_May_15_1903_jpg,SB_Tribune_May_15_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",15/05/1903,May,05,15,1903,image/jpeg,,South Bend Tribune
SB_Tribune_May_16_1901_jpg,SB_Tribune_May_16_1901_jpg,SB_Tribune_May_16_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",16/05/1901,May,05,16,1901,image/jpeg,,South Bend Tribune
SB_Tribune_May_16_1902_jpg,SB_Tribune_May_16_1902_jpg,SB_Tribune_May_16_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",16/05/1902,May,05,16,1902,image/jpeg,,South Bend Tribune
SB_Tribune_May_21_1926_clipped_jpg,SB_Tribune_May_21_1926_clipped_jpg,SB_Tribune_May_21_1926_clipped.jpg,South Bend Tribune,"South Bend, Indiana, US",21/05/1926,May,05,21,1926,image/jpeg,,South Bend Tribune
SB_Tribune_May_23_1962_jpg,SB_Tribune_May_23_1962_jpg,SB_Tribune_May_23_1962.jpg,South Bend Tribune,"South Bend, Indiana, US",23/05/1962,May,05,23,1962,image/jpeg,,South Bend Tribune
SB_Tribune_May_2_1903_jpg,SB_Tribune_May_2_1903_jpg,SB_Tribune_May_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",02/05/1903,May,05,02,1903,image/jpeg,,South Bend Tribune
SB_Tribune_May_2_1904_jpg,SB_Tribune_May_2_1904_jpg,SB_Tribune_May_2_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",02/05/1904,May,05,02,1904,image/jpeg,,South Bend Tribune
SB_Tribune_May_30_1926_clipped_jpg,SB_Tribune_May_30_1926_clipped_jpg,SB_Tribune_May_30_1926_clipped.jpg,South Bend Tribune,"South Bend, Indiana, US",30/05/1926,May,05,30,1926,image/jpeg,,South Bend Tribune
SB_Tribune_May_3_1902_jpg,SB_Tribune_May_3_1902_jpg,SB_Tribune_May_3_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",03/05/1902,May,05,03,1902,image/jpeg,,South Bend Tribune
SB_Tribune_May_6_1901_jpg,SB_Tribune_May_6_1901_jpg,SB_Tribune_May_6_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",06/05/1901,May,05,06,1901,image/jpeg,,South Bend Tribune
SB_Tribune_May_6_1903_jpg,SB_Tribune_May_6_1903_jpg,SB_Tribune_May_6_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",06/05/1903,May,05,06,1903,image/jpeg,,South Bend Tribune
SB_Tribune_May_7_1903_jpg,SB_Tribune_May_7_1903_jpg,SB_Tribune_May_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",07/05/1903,May,05,07,1903,image/jpeg,,South Bend Tribune
SB_Tribune_May_8_1903_jpg,SB_Tribune_May_8_1903_jpg,SB_Tribune_May_8_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",08/05/1903,May,05,08,1903,image/jpeg,,South Bend Tribune
SB_Tribune_May_8_1914_jpg,SB_Tribune_May_8_1914_jpg,SB_Tribune_May_8_1914.jpg,South Bend Tribune,"South Bend, Indiana, US",08/05/1914,May,05,08,1914,image/jpeg,,South Bend Tribune
SB_Tribune_October_01_1926_jpg,SB_Tribune_October_01_1926_jpg,SB_Tribune_October_01_1926.jpg,South Bend Tribune,"South Bend, Indiana, US",01/10/1926,October,10,01,1926,image/jpeg,,South Bend Tribune
SB_Tribune_October_19_1940_jpg,SB_Tribune_October_19_1940_jpg,SB_Tribune_October_19_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",19/10/1940,October,10,19,1940,image/jpeg,,South Bend Tribune
SB_Tribune_October_3_1927_jpg,SB_Tribune_October_3_1927_jpg,SB_Tribune_October_3_1927.jpg,South Bend Tribune,"South Bend, Indiana, US",03/10/1927,October,10,03,1927,image/jpeg,,South Bend Tribune
SB_Tribune_September_19_1919_jpg,SB_Tribune_September_19_1919_jpg,SB_Tribune_September_19_1919.jpg,South Bend Tribune,"South Bend, Indiana, US",19/09/1919,September,09,19,1919,image/jpeg,,South Bend Tribune
SB_Tribune_September_22_1940_jpg,SB_Tribune_September_22_1940_jpg,SB_Tribune_September_22_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",22/09/1940,September,09,22,1940,image/jpeg,,South Bend Tribune
SB_News_Times_August_20_1922_jpg,SB_News_Times_August_20_1922_jpg,SB_News_Times_August_20_1922.jpg,South Bend News Times,"South Bend, Indiana, US",20/08/1922,August,08,20,1922,image/jpeg,,South Bend News Times
Herald_Press_October_22_1926_jpg,Herald_Press_October_22_1926_jpg,Herald_Press_October_22_1926.jpg,Herald Press,"St. Joseph, Michigan, US",22/10/1926,October,10,22,1926,image/jpeg,,Herald Press
SB_Tribune_April_7_1911_jpg,SB_Tribune_April_7_1911_jpg,SB_Tribune_April_7_1911.jpg,South Bend Tribune,"South Bend, Indiana, US",07/04/1911,April,04,07,1911,image/jpeg,,South Bend Tribune
SB_Tribune_February_20_1903_jpg,SB_Tribune_February_20_1903_jpg,SB_Tribune_February_20_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",20/02/1903,February,02,20,1903,image/jpeg,,South Bend Tribune
SB_Tribune_January_16_1903_jpg,SB_Tribune_January_16_1903_jpg,SB_Tribune_January_16_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",16/01/1903,January,01,16,1903,image/jpeg,,South Bend Tribune
SB_Tribune_January_1_1904_(1)_jpg,SB_Tribune_January_1_1904_(1)_jpg,SB_Tribune_January_1_1904_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",01/01/1904,January,01,01,1904,image/jpeg,,South Bend Tribune
SB_Tribune_July_3_1903_jpg,SB_Tribune_July_3_1903_jpg,SB_Tribune_July_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",03/07/1903,July,07,03,1903,image/jpeg,,South Bend Tribune
SB_Tribune_June_16_1911_jpg,SB_Tribune_June_16_1911_jpg,SB_Tribune_June_16_1911.jpg,South Bend Tribune,"South Bend, Indiana, US",16/06/1911,June,06,16,1911,image/jpeg,,South Bend Tribune
SB_Tribune_June_19_1903_jpg,SB_Tribune_June_19_1903_jpg,SB_Tribune_June_19_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",19/06/1903,June,06,19,1903,image/jpeg,,South Bend Tribune
SB_Tribune_May_20_1904_jpg,SB_Tribune_May_20_1904_jpg,SB_Tribune_May_20_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",20/05/1904,May,05,20,1904,image/jpeg,,South Bend Tribune
SB_Tribune_May_22_1903_jpg,SB_Tribune_May_22_1903_jpg,SB_Tribune_May_22_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",22/05/1903,May,05,22,1903,image/jpeg,,South Bend Tribune
SB_Tribune_May_2_1997_jpg,SB_Tribune_May_2_1997_jpg,SB_Tribune_May_2_1997.jpg,South Bend Tribune,"South Bend, Indiana, US",02/05/1997,May,05,02,1997,image/jpeg,,South Bend Tribune
SB_Tribune_September_11_1903_jpg,SB_Tribune_September_11_1903_jpg,SB_Tribune_September_11_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",11/09/1903,September,09,11,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_11_1910_jpg,SB_Tribune_April_11_1910_jpg,SB_Tribune_April_11_1910.jpg,South Bend Tribune,"South Bend, Indiana, US",11/04/1910,April,04,11,1910,image/jpeg,,South Bend Tribune
SB_Tribune_April_13_1903_jpg,SB_Tribune_April_13_1903_jpg,SB_Tribune_April_13_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",13/04/1903,April,04,13,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_27_1903_(1)_jpg,SB_Tribune_April_27_1903_(1)_jpg,SB_Tribune_April_27_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",27/04/1903,April,04,27,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_27_1903_jpg,SB_Tribune_April_27_1903_jpg,SB_Tribune_April_27_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",27/04/1903,April,04,27,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_10_1903_(1)_jpg,SB_Tribune_August_10_1903_(1)_jpg,SB_Tribune_August_10_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",10/08/1903,August,08,10,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_10_1903_(2)_jpg,SB_Tribune_August_10_1903_(2)_jpg,SB_Tribune_August_10_1903_(2).jpg,South Bend Tribune,"South Bend, Indiana, US",10/08/1903,August,08,10,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_24_1903_jpg,SB_Tribune_August_24_1903_jpg,SB_Tribune_August_24_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",24/08/1903,August,08,24,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_31_1903_(1)_jpg,SB_Tribune_August_31_1903_(1)_jpg,SB_Tribune_August_31_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",31/08/1903,August,08,31,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_31_1903_jpg,SB_Tribune_August_31_1903_jpg,SB_Tribune_August_31_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",31/08/1903,August,08,31,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_7_1922_jpg,SB_Tribune_August_7_1922_jpg,SB_Tribune_August_7_1922.jpg,South Bend Tribune,"South Bend, Indiana, US",07/08/1922,August,08,07,1922,image/jpeg,,South Bend Tribune
SB_Tribune_December_19_1904_jpg,SB_Tribune_December_19_1904_jpg,SB_Tribune_December_19_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",19/12/1904,December,12,19,1904,image/jpeg,,South Bend Tribune
SB_Tribune_December_26_1904_jpg,SB_Tribune_December_26_1904_jpg,SB_Tribune_December_26_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",26/12/1904,December,12,26,1904,image/jpeg,,South Bend Tribune
SB_Tribune_February_2_1903_jpg,SB_Tribune_February_2_1903_jpg,SB_Tribune_February_2_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",02/02/1903,February,02,02,1903,image/jpeg,,South Bend Tribune
SB_Tribune_January_12_1903_jpg,SB_Tribune_January_12_1903_jpg,SB_Tribune_January_12_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",12/01/1903,January,01,12,1903,image/jpeg,,South Bend Tribune
SB_Tribune_January_25_1904_jpg,SB_Tribune_January_25_1904_jpg,SB_Tribune_January_25_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",25/01/1904,January,01,25,1904,image/jpeg,,South Bend Tribune
SB_Tribune_January_4_1904_jpg,SB_Tribune_January_4_1904_jpg,SB_Tribune_January_4_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",04/01/1904,January,01,04,1904,image/jpeg,,South Bend Tribune
SB_Tribune_July_11_1904_jpg,SB_Tribune_July_11_1904_jpg,SB_Tribune_July_11_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",11/07/1904,July,07,11,1904,image/jpeg,,South Bend Tribune
